Variable,variance,mean
pelvis XPOS,0.001974,0.020686
pelvis YPOS,0.000491,-0.001046
pelvis ZPOS,0.000021,0.705377
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,131.193100,-9.976808
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,1.609182,-8.844038
spine YROT,4.668109,1.361860
spine ZROT,0.084303,0.186545
spine.001 XROT,0.001377,9.964236
spine.001 YROT,0.454962,0.213537
spine.001 ZROT,30.391294,1.747290
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.028320
neck ZPOS,0.000000,0.230649
neck XROT,14.326643,22.691973
neck YROT,18.151749,0.473763
neck ZROT,472.695526,1.854428
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003080
face ZPOS,0.000000,0.176459
face XROT,6.343561,-6.397666
face YROT,0.000000,0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.028320
shoulder.L ZPOS,0.000000,0.230649
shoulder.L XROT,3.397863,-0.369068
shoulder.L YROT,0.000019,0.003786
shoulder.L ZROT,0.051186,0.045251
upper_arm.L XPOS,0.000000,0.163250
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,288.695068,4.607812
upper_arm.L YROT,110.415970,70.898964
upper_arm.L ZROT,604.779663,-2.304343
forearm.L XPOS,0.000000,0.252367
forearm.L YPOS,0.000000,0.000106
forearm.L ZPOS,0.000000,0.000882
forearm.L XROT,237.080811,13.541145
forearm.L YROT,304.064636,26.046511
forearm.L ZROT,526.667908,-35.204689
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.028320
shoulder.R ZPOS,0.000000,0.230649
shoulder.R XROT,3.397865,-0.320870
shoulder.R YROT,0.000018,0.003751
shoulder.R ZROT,0.051187,0.039339
upper_arm.R XPOS,0.000000,-0.163250
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,308.638000,1.942936
upper_arm.R YROT,112.393402,-68.260017
upper_arm.R ZROT,709.611206,-1.367856
forearm.R XPOS,0.000000,-0.250191
forearm.R YPOS,0.000000,0.000106
forearm.R ZPOS,0.000000,0.000882
forearm.R XROT,225.259552,13.995255
forearm.R YROT,363.851471,-28.469673
forearm.R ZROT,512.044434,35.245125
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,1.814765,1.676516
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000002
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,1.814762,1.676516
pelvis.R YROT,0.000000,-0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.096526
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000005,-0.002825
thigh.L XROT,7.600585,6.732203
thigh.L YROT,11.883891,7.826264
thigh.L ZROT,0.042606,-0.159702
shin.L XPOS,0.000000,0.017325
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.330572
shin.L XROT,16.010866,-1.360355
shin.L YROT,3.669828,-6.813803
shin.L ZROT,0.184270,-0.128938
foot.L XROT,10.890419,-0.590000
foot.L YROT,11.777511,-7.759368
foot.L ZROT,51.067066,17.464336
heel.02.L XROT,33.230915,-27.372786
heel.02.L YROT,4.996403,54.200485
heel.02.L ZROT,15.790341,41.921169
thigh.R XPOS,0.000000,-0.096526
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000005,0.002825
thigh.R XROT,9.801770,6.058002
thigh.R YROT,8.365743,-0.185452
thigh.R ZROT,0.047407,-0.277668
shin.R XPOS,0.000000,-0.017218
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.328541
shin.R XROT,23.739248,-5.047493
shin.R YROT,8.802285,0.302454
shin.R ZROT,0.062060,0.180950
foot.R XROT,10.714922,-4.305449
foot.R YROT,20.024860,1.559333
foot.R ZROT,90.944389,-2.168164
heel.02.R XROT,92.413551,-19.051899
heel.02.R YROT,23.998167,-49.972488
heel.02.R ZROT,38.888554,-41.390202
